date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:53:27	22222/22222	---M--	200	added ('OK')	image/jpeg	etag:%2256ce-58e91962bdccc%22	https://www.designesia.com/themes/profession/images/people/1.jpg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images/people/1.jpg	(from https://www.designesia.com/themes/profession/index-particle.html)
20:53:29	16578/16578	---M--	200	added ('OK')	image/jpeg	etag:%2240c2-58e91962bdccc%22	https://www.designesia.com/themes/profession/images/people/2.jpg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images/people/2.jpg	(from https://www.designesia.com/themes/profession/index-particle.html)
20:53:30	22265/22265	---M--	200	added ('OK')	image/jpeg	etag:%2256f9-58e91963d9001%22	https://www.designesia.com/themes/profession/images/people/3.jpg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images/people/3.jpg	(from https://www.designesia.com/themes/profession/index-particle.html)
20:53:32	21943/21943	---M--	200	added ('OK')	image/jpeg	etag:%2255b7-58e91963d22a1%22	https://www.designesia.com/themes/profession/images/people/4.jpg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images/people/4.jpg	(from https://www.designesia.com/themes/profession/index-particle.html)
20:53:34	84320/84320	---M--	200	added ('OK')	application/javascript	etag:%2214960-58e919833731b%22	https://www.designesia.com/themes/profession/js/jquery.min.js	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/js/jquery.min.js	(from https://www.designesia.com/themes/profession/index-particle.html)
20:53:35	36816/36816	---M--	200	added ('OK')	application/javascript	etag:%228fd0-58e9197d351f9%22	https://www.designesia.com/themes/profession/js/bootstrap.min.js	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/js/bootstrap.min.js	(from https://www.designesia.com/themes/profession/index-particle.html)
20:53:36	35503/35503	---M--	200	added ('OK')	application/javascript	etag:%228aaf-58e91981730cd%22	https://www.designesia.com/themes/profession/js/jquery.isotope.min.js	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/js/jquery.isotope.min.js	(from https://www.designesia.com/themes/profession/index-particle.html)
20:53:38	3338/3338	---M--	200	added ('OK')	application/javascript	etag:%22d0a-58e9197e2a3cf%22	https://www.designesia.com/themes/profession/js/easing.js	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/js/easing.js	(from https://www.designesia.com/themes/profession/index-particle.html)
20:53:38	23233/23233	---M--	200	added ('OK')	application/javascript	etag:%225ac1-58e9198522667%22	https://www.designesia.com/themes/profession/js/owl.carousel.js	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/js/owl.carousel.js	(from https://www.designesia.com/themes/profession/index-particle.html)
20:53:40	929/929	---M--	200	added ('OK')	application/javascript	etag:%223a1-58e91980984d6%22	https://www.designesia.com/themes/profession/js/jquery.countTo.js	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/js/jquery.countTo.js	(from https://www.designesia.com/themes/profession/index-particle.html)
20:53:40	1014/1014	---M--	200	added ('OK')	application/javascript	etag:%223f6-58e919879364d%22	https://www.designesia.com/themes/profession/js/validation.js	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/js/validation.js	(from https://www.designesia.com/themes/profession/index-particle.html)
20:53:40	7154/7154	---M--	200	added ('OK')	application/javascript	etag:%221bf2-58e919883b5c6%22	https://www.designesia.com/themes/profession/js/wow.min.js	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/js/wow.min.js	(from https://www.designesia.com/themes/profession/index-particle.html)
20:53:41	21143/21143	---M--	200	added ('OK')	application/javascript	etag:%225297-58e91981bb50a%22	https://www.designesia.com/themes/profession/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/js/jquery.magnific-popup.min.js	(from https://www.designesia.com/themes/profession/index-particle.html)
20:53:43	2253/2253	---M--	200	added ('OK')	application/javascript	etag:%228cd-58e9197efb387%22	https://www.designesia.com/themes/profession/js/enquire.min.js	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/js/enquire.min.js	(from https://www.designesia.com/themes/profession/index-particle.html)
20:53:43	12506/12506	---M--	200	added ('OK')	application/javascript	etag:%2230da-58e91983b23d6%22	https://www.designesia.com/themes/profession/js/jquery.stellar.min.js	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/js/jquery.stellar.min.js	(from https://www.designesia.com/themes/profession/index-particle.html)
20:53:44	3002/3002	---M--	200	added ('OK')	application/javascript	etag:%22bba-58e91982e047e%22	https://www.designesia.com/themes/profession/js/jquery.plugin.js	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/js/jquery.plugin.js	(from https://www.designesia.com/themes/profession/index-particle.html)
20:53:44	15615/15615	---M--	200	added ('OK')	application/javascript	etag:%223cff-58e91987686cf%22	https://www.designesia.com/themes/profession/js/typed.js	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/js/typed.js	(from https://www.designesia.com/themes/profession/index-particle.html)
20:53:46	440/440	---M--	200	added ('OK')	application/javascript	etag:%221b8-58e91986b6b16%22	https://www.designesia.com/themes/profession/js/typed-custom.js	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/js/typed-custom.js	(from https://www.designesia.com/themes/profession/index-particle.html)
20:53:47	43793/43793	---M--	200	added ('OK')	application/javascript	etag:%22ab11-58e91985eb91e%22	https://www.designesia.com/themes/profession/js/particles.js	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/js/particles.js	(from https://www.designesia.com/themes/profession/index-particle.html)
20:53:48	2821/2821	---M--	200	added ('OK')	application/javascript	etag:%22b05-58e9197cc2dde%22	https://www.designesia.com/themes/profession/js/app.js	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/js/app.js	(from https://www.designesia.com/themes/profession/index-particle.html)
20:53:50	51261/51261	---M--	200	added ('OK')	application/javascript	etag:%22c83d-58e919803c81a%22	https://www.designesia.com/themes/profession/js/designesia.js	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/js/designesia.js	(from https://www.designesia.com/themes/profession/index-particle.html)
20:53:53	11783/11783	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Feb%202021%2015:23:51%20GMT	https://www.designesia.com/themes/profession/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/fonts/glyphicons-halflings-regular.25.delayed	(from https://www.designesia.com/themes/profession/css/bootstrap.css)
20:53:55	11783/11783	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Feb%202021%2015:23:54%20GMT	https://www.designesia.com/themes/profession/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/fonts/glyphicons-halflings-regular.26d41d.delayed	(from https://www.designesia.com/themes/profession/css/bootstrap.css)
20:53:56	11783/11783	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Feb%202021%2015:23:55%20GMT	https://www.designesia.com/themes/profession/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/fonts/glyphicons-halflings-regular.woff	(from https://www.designesia.com/themes/profession/css/bootstrap.css)
20:53:56	11783/11783	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Feb%202021%2015:23:55%20GMT	https://www.designesia.com/themes/profession/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/fonts/glyphicons-halflings-regular.ttf	(from https://www.designesia.com/themes/profession/css/bootstrap.css)
20:53:57	11783/11783	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Feb%202021%2015:23:56%20GMT	https://www.designesia.com/themes/profession/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/fonts/glyphicons-halflings-regular.svg	(from https://www.designesia.com/themes/profession/css/bootstrap.css)
20:53:58	11783/11783	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Feb%202021%2015:23:57%20GMT	https://www.designesia.com/themes/profession/css/grabbing.png	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/css/grabbing.png	(from https://www.designesia.com/themes/profession/css/owl.carousel.css)
20:53:59	11783/11783	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Feb%202021%2015:23:58%20GMT	https://www.designesia.com/themes/profession/css/AjaxLoader.gif	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/css/AjaxLoader.gif	(from https://www.designesia.com/themes/profession/css/owl.carousel.css)
20:54:00	35128/35128	---M--	200	added ('OK')	text/css	etag:%228938-58e91759a6bb5%22	https://www.designesia.com/themes/profession/fonts/font-awesome/css/font-awesome.css	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/fonts/font-awesome/css/font-awesome.css	(from https://www.designesia.com/themes/profession/css/style.css)
20:54:01	25237/25237	---M--	200	added ('OK')	text/css	etag:%226295-58e917465c4de%22	https://www.designesia.com/themes/profession/fonts/elegant_font/HTML_CSS/style.css	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/fonts/elegant_font/HTML_CSS/style.css	(from https://www.designesia.com/themes/profession/css/style.css)
20:54:02	7052/7052	---M--	200	added ('OK')	text/css	etag:%221b8c-58e9173e6e0d1%22	https://www.designesia.com/themes/profession/fonts/et-line-font/style.css	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/fonts/et-line-font/style.css	(from https://www.designesia.com/themes/profession/css/style.css)
20:54:03	11783/11783	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Feb%202021%2015:24:02%20GMT	https://www.designesia.com/themes/profession/images_02/ui/arrow-down-form.png	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images_02/ui/arrow-down-form.png	(from https://www.designesia.com/themes/profession/css/style.css)
20:54:04	11783/11783	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Feb%202021%2015:24:03%20GMT	https://www.designesia.com/themes/profession/images_02/ui/arrow-down-form-hover.png	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images_02/ui/arrow-down-form-hover.png	(from https://www.designesia.com/themes/profession/css/style.css)
20:54:05	11783/11783	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Feb%202021%2015:24:04%20GMT	https://www.designesia.com/themes/profession/images_02/dotted.png	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images_02/dotted.png	(from https://www.designesia.com/themes/profession/css/style.css)
20:54:06	11783/11783	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Feb%202021%2015:24:05%20GMT	https://www.designesia.com/themes/profession/images_02/icon-slide-plus.png	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images_02/icon-slide-plus.png	(from https://www.designesia.com/themes/profession/css/style.css)
20:54:06	11783/11783	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Feb%202021%2015:24:05%20GMT	https://www.designesia.com/themes/profession/images_02/icon-slide-min.png	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images_02/icon-slide-min.png	(from https://www.designesia.com/themes/profession/css/style.css)
20:54:07	11783/11783	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Feb%202021%2015:24:06%20GMT	https://www.designesia.com/themes/profession/images_02/close.png	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images_02/close.png	(from https://www.designesia.com/themes/profession/css/style.css)
20:54:08	11783/11783	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Feb%202021%2015:24:07%20GMT	https://www.designesia.com/themes/profession/images_02/close-2.png	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images_02/close-2.png	(from https://www.designesia.com/themes/profession/css/style.css)
20:54:09	11783/11783	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Feb%202021%2015:24:08%20GMT	https://www.designesia.com/themes/profession/images_02/icon-url.png	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images_02/icon-url.png	(from https://www.designesia.com/themes/profession/css/style.css)
20:54:09	11783/11783	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Feb%202021%2015:24:09%20GMT	https://www.designesia.com/themes/profession/images_02/icon-zoom.png	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images_02/icon-zoom.png	(from https://www.designesia.com/themes/profession/css/style.css)
20:54:10	11783/11783	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Feb%202021%2015:24:09%20GMT	https://www.designesia.com/themes/profession/images_02/list-arrow.png	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images_02/list-arrow.png	(from https://www.designesia.com/themes/profession/css/style.css)
20:54:11	11783/11783	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Feb%202021%2015:24:10%20GMT	https://www.designesia.com/themes/profession/images/background/bg-header.jpg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images/background/bg-header.jpg	(from https://www.designesia.com/themes/profession/css/style.css)
20:54:12	11783/11783	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Feb%202021%2015:24:11%20GMT	https://www.designesia.com/themes/profession/images_02/page-loader.gif	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images_02/page-loader.gif	(from https://www.designesia.com/themes/profession/css/style.css)
20:54:13	11783/11783	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Feb%202021%2015:24:12%20GMT	https://www.designesia.com/themes/profession/images_02/ui/arrow-down.png	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images_02/ui/arrow-down.png	(from https://www.designesia.com/themes/profession/css/style.css)
20:54:14	11783/11783	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Feb%202021%2015:24:13%20GMT	https://www.designesia.com/themes/profession/images_02/ui/arrow-up.png	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images_02/ui/arrow-up.png	(from https://www.designesia.com/themes/profession/css/style.css)
20:54:15	11783/11783	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Feb%202021%2015:24:14%20GMT	https://www.designesia.com/themes/profession/images_02/ui/arrow-down-dark.png	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images_02/ui/arrow-down-dark.png	(from https://www.designesia.com/themes/profession/css/style.css)
20:54:16	11783/11783	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Feb%202021%2015:24:15%20GMT	https://www.designesia.com/themes/profession/images_02/ui/arrow-up-dark.png	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images_02/ui/arrow-up-dark.png	(from https://www.designesia.com/themes/profession/css/style.css)
20:54:17	288169/288169	---M--	200	added ('OK')	image/jpeg	etag:%22465a9-58e9191665126%22	https://www.designesia.com/themes/profession/images/background/1.jpg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images/background/1.jpg	(from https://www.designesia.com/themes/profession/css/bg.css)
20:54:20	360599/360599	---M--	200	added ('OK')	image/jpeg	etag:%2258097-58e9192e7142c%22	https://www.designesia.com/themes/profession/images/background/5.jpg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images/background/5.jpg	(from https://www.designesia.com/themes/profession/css/bg.css)
20:54:21	493300/493300	---M--	200	added ('OK')	image/jpeg	etag:%22786f4-58e9193a7660f%22	https://www.designesia.com/themes/profession/images/background/6.jpg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images/background/6.jpg	(from https://www.designesia.com/themes/profession/css/bg.css)
20:54:22	261069/261069	---M--	200	added ('OK')	image/jpeg	etag:%223fbcd-58e9193c0e93e%22	https://www.designesia.com/themes/profession/images/background/7.jpg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images/background/7.jpg	(from https://www.designesia.com/themes/profession/css/bg.css)
20:54:24	276917/276917	---M--	200	added ('OK')	image/jpeg	etag:%22439b5-58e91942290ff%22	https://www.designesia.com/themes/profession/images/background/8.jpg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images/background/8.jpg	(from https://www.designesia.com/themes/profession/css/bg.css)
20:54:26	303874/303874	---M--	200	added ('OK')	image/jpeg	etag:%224a302-58e9191650907%22	https://www.designesia.com/themes/profession/images/background/10.jpg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images/background/10.jpg	(from https://www.designesia.com/themes/profession/css/bg.css)
20:54:27	379480/379480	---M--	200	added ('OK')	image/jpeg	etag:%225ca58-58e9192220f2c%22	https://www.designesia.com/themes/profession/images/background/12.jpg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images/background/12.jpg	(from https://www.designesia.com/themes/profession/css/bg.css)
20:54:29	343226/343226	---M--	200	added ('OK')	image/jpeg	etag:%2253cba-58e919232b8c1%22	https://www.designesia.com/themes/profession/images/background/2.jpg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images/background/2.jpg	(from https://www.designesia.com/themes/profession/css/bg.css)
20:54:30	358662/358662	---M--	200	added ('OK')	image/jpeg	etag:%2257906-58e919243cfb6%22	https://www.designesia.com/themes/profession/images/background/3.jpg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images/background/3.jpg	(from https://www.designesia.com/themes/profession/css/bg.css)
20:54:32	293383/293383	---M--	200	added ('OK')	image/jpeg	etag:%2247a07-58e9192764975%22	https://www.designesia.com/themes/profession/images/background/4.jpg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images/background/4.jpg	(from https://www.designesia.com/themes/profession/css/bg.css)
20:54:35	476409/476409	---M--	200	added ('OK')	image/jpeg	etag:%22744f9-58e9192c5e042%22	https://www.designesia.com/themes/profession/images/background/5a.jpg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images/background/5a.jpg	(from https://www.designesia.com/themes/profession/css/bg.css)
20:54:36	360001/360001	---M--	200	added ('OK')	image/jpeg	etag:%2257e41-58e9192e6a6cc%22	https://www.designesia.com/themes/profession/images/background/5b.jpg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images/background/5b.jpg	(from https://www.designesia.com/themes/profession/css/bg.css)
20:54:39	643382/643382	---M--	200	added ('OK')	image/jpeg	etag:%229d136-58e9193461c0e%22	https://www.designesia.com/themes/profession/images/background/6a.jpg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images/background/6a.jpg	(from https://www.designesia.com/themes/profession/css/bg.css)
20:54:39	402401/402401	---M--	200	added ('OK')	image/jpeg	etag:%22623e1-58e91936ef114%22	https://www.designesia.com/themes/profession/images/background/6b.jpg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images/background/6b.jpg	(from https://www.designesia.com/themes/profession/css/bg.css)
20:54:41	342727/342727	---M--	200	added ('OK')	image/jpeg	etag:%2253ac7-58e91939d2516%22	https://www.designesia.com/themes/profession/images/background/6c.jpg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images/background/6c.jpg	(from https://www.designesia.com/themes/profession/css/bg.css)
20:54:42	383555/383555	---M--	200	added ('OK')	image/jpeg	etag:%225da43-58e9191f532e9%22	https://www.designesia.com/themes/profession/images/background/13.jpg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images/background/13.jpg	(from https://www.designesia.com/themes/profession/css/bg.css)
20:54:44	385653/385653	---M--	200	added ('OK')	image/jpeg	etag:%225e275-58e91940bbd4e%22	https://www.designesia.com/themes/profession/images/background/7a.jpg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images/background/7a.jpg	(from https://www.designesia.com/themes/profession/css/bg.css)
20:54:45	231755/231755	---M--	200	added ('OK')	image/jpeg	etag:%223894b-58e9193dea28b%22	https://www.designesia.com/themes/profession/images/background/7b.jpg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images/background/7b.jpg	(from https://www.designesia.com/themes/profession/css/bg.css)
20:54:47	434010/434010	---M--	200	added ('OK')	image/jpeg	etag:%2269f5a-58e9191b1d115%22	https://www.designesia.com/themes/profession/images/background/11.jpg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images/background/11.jpg	(from https://www.designesia.com/themes/profession/css/bg.css)
20:54:48	124507/124507	---M--	200	added ('OK')	image/jpeg	etag:%221e65b-58e919453b2ff%22	https://www.designesia.com/themes/profession/images/background/s1.jpg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images/background/s1.jpg	(from https://www.designesia.com/themes/profession/css/bg.css)
20:54:49	318934/318934	---M--	200	added ('OK')	image/jpeg	etag:%224ddd6-58e91945c8c99%22	https://www.designesia.com/themes/profession/images/background/s2.jpg	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/images/background/s2.jpg	(from https://www.designesia.com/themes/profession/css/bg.css)
20:54:50	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2212ae6-58e9175e58de4%22	https://www.designesia.com/themes/profession/fonts/font-awesome/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/fonts/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://www.designesia.com/themes/profession/fonts/font-awesome/css/font-awesome.css)
20:54:50	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2212ae6-58e9175e58de4%22	https://www.designesia.com/themes/profession/fonts/font-awesome/fonts/fontawesome-webfont.eot?v=4.6.3	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/fonts/font-awesome/fonts/fontawesome-webfont5b62.eot	(from https://www.designesia.com/themes/profession/fonts/font-awesome/css/font-awesome.css)
20:54:52	71896/71896	---M--	200	added ('OK')	text/html	etag:%22118d8-58e9176428288%22	https://www.designesia.com/themes/profession/fonts/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.3	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/fonts/font-awesome/fonts/fontawesome-webfont5b62.html	(from https://www.designesia.com/themes/profession/fonts/font-awesome/css/font-awesome.css)
20:54:54	90412/90412	---M--	200	added ('OK')	application/font-woff	etag:%221612c-58e91762a5718%22	https://www.designesia.com/themes/profession/fonts/font-awesome/fonts/fontawesome-webfont.woff?v=4.6.3	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/fonts/font-awesome/fonts/fontawesome-webfont5b62.woff	(from https://www.designesia.com/themes/profession/fonts/font-awesome/css/font-awesome.css)
20:54:56	152796/152796	---M--	200	added ('OK')	application/font-sfnt	etag:%22254dc-58e91760421f0%22	https://www.designesia.com/themes/profession/fonts/font-awesome/fonts/fontawesome-webfont.ttf?v=4.6.3	C:/My%20Web%20Sites/website/www.designesia.com/themes/profession/fonts/font-awesome/fonts/fontawesome-webfont5b62.ttf	(from https://www.designesia.com/themes/profession/fonts/font-awesome/css/font-awesome.css)
